station,lat,lon,station_name_pinyin,station_name_zh,station_name_en,city_pinyin,city_zh,city_en,region,province
3151A,27.8097,114.375,yíchūnxuéyuànběixiàoqū,宜春学院北校区,Yichun University North Campus,yíchūn,宜春,Yichun,Mainland China,Jiangxi
3171A,34.445,115.6125,liángyuánqūdǎngànjú,梁园区档案局,Liangyuan Archives Bureau,shāngqīu,商丘,Shangqiu,Mainland China,Henan
3186A,36.1058,103.7583,jiàoyùgǎng,教育港,Education Port (Opened 20181115),lánzhōu,兰州,Lanzhou,Mainland China,Gansu
3187A,33.666,116.95100000000001,yuǎnhángbówùguǎn,远航博物馆,Voyage Museum (181204 enabled),sùzhōu,宿州,Suzhou,Mainland China,Anhui
3188A,37.739000000000004,115.6689,shìchéngguǎnjú,市城管局,City Urban Management Bureau (181124 enabled),héngshǔi,衡水,Hengshui,Mainland China,Hebei
3190A,29.6995,116.0257,wàiguóyǔxuéxiào,外国语学校,Foreign Language School (20181128),jǐujiāng,九江,Jiujiang,Mainland China,Jiangxi
3191A,33.9447,118.3225,sùyùqūzhèngfǔ,宿豫区政府,Suyu District Government (Opened 181206),sùqiān,宿迁,Suqian,Mainland China,Jiangsu
3194A,30.3122,112.2747,guǎnwěihùi,管委会,Management Committee (enabled 181220),jīngzhōu,荆州,Jingzhou,Mainland China,Hubei
3195A,32.3972,119.3633,shìtǐyùjú,市体育局,Municipal Sports Bureau (181219 enabled),yángzhōu,扬州,Yangzhou,Mainland China,Jiangsu
3200A,36.4978,115.9819,jiānkòngzhōngxīn,监控中心,Monitoring Center (20190222 enabled),liáochéng,聊城,Liaocheng,Mainland China,Shandong
3204A,33.7297,113.3025,gūihuájú,规划局,Planning Bureau (launched 20190304),píngdǐngshān,平顶山,Pingdingshan,Mainland China,Henan
3207A,32.3039,118.3117,shìzhèngfǔyuánbàngōnglóu,市政府原办公楼,The original office building of the municipal government (opened 20190308),chúzhōu,滁州,Luzhou,Mainland China,Anhui
3209A,26.6564,119.5228,níngdéyīzhōng,宁德一中,Ningde No.1 High School (20190319 enabled),níngdé,宁德,Ningde,Mainland China,Fujian
3216A,24.5183,114.6622,zhāngzhōudǎngxiào,漳州党校,Zhangzhou Party School (20190503),zhāngzhōu,漳州,Zhangzhou,Mainland China,Guangdong
3238A,31.3946,118.3954,jìmínyìyuàn,济民医院,Jimin Hospital (comparison point 190815),wúhú,芜湖,Wuhu,Mainland China,Anhui
1564A,27.9164,112.4876,sháoshān,韶山,Lushan,xiāngtán,湘潭,Xiangtan,Mainland China,Hunan
1585A,40.6532,109.8756,shìhuánjìngjiāncèzhàn,市环境监测站,City Environmental Monitoring Station,bāotóu,包头,packet header,Mainland China,Nei Mongol
1586A,40.6575,109.8104,bāobǎidàlóu,包百大楼,Baobai Building,bāotóu,包头,packet header,Mainland China,Nei Mongol
1587A,40.5905,110.0067,dōnghéchénghuánjú,东河城环局,Donghe City Ring Bureau,bāotóu,包头,packet header,Mainland China,Nei Mongol
1588A,40.6821,109.8538,qīngshānbīnguǎn,青山宾馆,Qingshan Hotel,bāotóu,包头,packet header,Mainland China,Nei Mongol
1589A,40.6288,109.8654,hùilóngwùlíu,惠龙物流,Huilong Logistics,bāotóu,包头,packet header,Mainland China,Nei Mongol
1590A,40.5546,110.0377,dōnghéhónglóngwān,东河鸿龙湾,Donghe Honglong Bay,bāotóu,包头,packet header,Mainland China,Nei Mongol
1592A,39.8261,109.9486,bāyīnmèngkèlínchángbànshìchù,巴音孟克林场办事处,Bayin Mengkelin Farm Office,èěrduōsī,鄂尔多斯,Ordos City,Mainland China,Nei Mongol
1593A,39.5986,109.7736,kāngzéyuàn,康泽苑,Kang Zeyuan,èěrduōsī,鄂尔多斯,Ordos City,Mainland China,Nei Mongol
1594A,39.5989,109.8119,huátàiqìchēchéng,华泰汽车城,Huatai Automobile City,èěrduōsī,鄂尔多斯,Ordos City,Mainland China,Nei Mongol
1595A,39.7884,109.9734,àolínhuāyuán,奥林花园,Olin Garden,èěrduōsī,鄂尔多斯,Ordos City,Mainland China,Nei Mongol
1596A,40.6592,122.2414,xuéfǔnánlù,学府南路,Xuefu South Road,yíngkǒu,营口,Yingkou,Mainland China,Liaoning
1597A,40.7094,122.2703,dàqìnglù,大庆路,Daqing Road,yíngkǒu,营口,Yingkou,Mainland China,Liaoning
1598A,40.6511,122.215,jìnghúxīlù,镜湖西路,Jinghu West Road,yíngkǒu,营口,Yingkou,Mainland China,Liaoning
1599A,40.6789,122.1658,xīpàotái,西炮台,Western Fort,yíngkǒu,营口,Yingkou,Mainland China,Liaoning
1600A,40.0625,124.3303,jiāngwāndōnglù,江湾东路,Jiangwan East Road,dāndōng,丹东,Dandong,Mainland China,Liaoning
1601A,40.1503,124.4256,línjiānghòujiē,临江后街,Linjiang Back Street,dāndōng,丹东,Dandong,Mainland China,Liaoning
1602A,40.1461,124.3933,yuánbǎoshān,元宝山,Yuanbaoshan,dāndōng,丹东,Dandong,Mainland China,Liaoning
1603A,40.1194,124.3678,mínzhǔqiáo,民主桥,Democracy bridge,dāndōng,丹东,Dandong,Mainland China,Liaoning
1604A,41.1556,122.0247,kāifāqū,开发区,Thereof: Development,pánjǐn,盘锦,Panjin,Mainland China,Liaoning
1605A,41.0903,122.0539,xīnglóngtái,兴隆台,Xinglongtai,pánjǐn,盘锦,Panjin,Mainland China,Liaoning
1606A,41.1042,121.835,xīnshēngjiēdào,新生街道,Freshman street,pánjǐn,盘锦,Panjin,Mainland China,Liaoning
1607A,40.7136,120.9092,lónggǎngqū,龙港区,Longgang District,húlúdǎo,葫芦岛,Huludao,Mainland China,Liaoning
1608A,40.7514,120.8392,huàgōngjiē,化工街,Chemical street,húlúdǎo,葫芦岛,Huludao,Mainland China,Liaoning
1609A,40.715,120.8478,xīnqū,新区,New Section,húlúdǎo,葫芦岛,Huludao,Mainland China,Liaoning
1610A,40.7736,120.8631,dōngchéngqū,东城区,Dongcheng District,húlúdǎo,葫芦岛,Huludao,Mainland China,Liaoning
1611A,24.9117,118.5819,túshānjiē,涂山街,Tushan Street,quánzhōu,泉州,Quanzhou,Mainland China,Fujian
1612A,24.8978,118.5972,jīntóupǔ,津头埔,Jintoupu,quánzhōu,泉州,Quanzhou,Mainland China,Fujian
1613A,24.9424,118.6663,wànān,万安,Wan an,quánzhōu,泉州,Quanzhou,Mainland China,Fujian
1614A,24.9617,118.6108,qīngyuánshān,清源山,Qingyuan Mountain,quánzhōu,泉州,Quanzhou,Mainland China,Fujian
1615A,36.205,117.685,zhíwùyóuchǎng,植物油厂,Vegetable oil plant,láiwú,莱芜,Laiwu,Mainland China,Shandong
1616A,36.2289,117.6789,jìzhúxuéyuàn,技术学院,Costa Rican Technical Institute,láiwú,莱芜,Laiwu,Mainland China,Shandong
1617A,36.2081,117.715,rìshēngguójì,日升国际,Sunrise International,láiwú,莱芜,Laiwu,Mainland China,Shandong
1619A,35.0622,118.2939,lǔnánzhìyàochǎng,鲁南制药厂,Lunan Pharmaceutical Factory,línyí,临沂,Linyi,Mainland China,Shandong
1620A,34.9817,118.2764,xīnguāngmáofǎngchǎng,新光毛纺厂,Xinguang Woolen Mill,línyí,临沂,Linyi,Mainland China,Shandong
1621A,35.0896,118.4023,hédōngbǎoxiǎngōngsī,河东保险公司,Hedong Insurance Company,línyí,临沂,Linyi,Mainland China,Shandong
1622A,37.4664,116.3061,értónglèyuán,儿童乐园,Children&#39;s playground,dézhōu,德州,Texas,Mainland China,Shandong
1623A,37.4504,116.2729,hēimǎjítuán,黑马集团,Black Horse Group,dézhōu,德州,Texas,Mainland China,Shandong
1624A,37.4489,116.3189,jiānlǐzhàn,监理站,Supervision station,dézhōu,德州,Texas,Mainland China,Shandong
1625A,36.4372,115.9848,qūzhèngfǔ,区政府,District government,liáochéng,聊城,Liaocheng,Mainland China,Shandong
1626A,36.4568,115.9968,èrqīngjī,二轻机,Two light machine,liáochéng,聊城,Liaocheng,Mainland China,Shandong
1627A,36.4796,115.9835,dǎngxiào,党校,Party school,liáochéng,聊城,Liaocheng,Mainland China,Shandong
1628A,37.3803,118.0062,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,bīnzhōu,滨州,Binzhou,Mainland China,Shandong
1629A,37.3617,118.0018,dìèrshǔichǎng,第二水厂,Second water plant,bīnzhōu,滨州,Binzhou,Mainland China,Shandong
1630A,37.393,117.9776,běizhōngxīnxiào,北中新校,North Central New School,bīnzhōu,滨州,Binzhou,Mainland China,Shandong
1633A,36.497,117.8477,shuāngshān,双山,Shuangshan,zībó,淄博,Zibo,Mainland China,Shandong
1635A,36.8198,118.3092,fǔtiányuán,莆田园,莆 莆,zībó,淄博,Zibo,Mainland China,Shandong
1637A,34.864000000000004,117.5564,shìzhōngqūzhèngfǔ,市中区政府,City Central Government,zǎozhuāng,枣庄,Zaozhuang,Mainland China,Shandong
1639A,34.7745,117.5852,yìchéngqūzhèngfǔ,峄城区政府,Yucheng District Government,zǎozhuāng,枣庄,Zaozhuang,Mainland China,Shandong
1641A,35.0992,117.4518,shāntíngqūhuánbǎojú,山亭区环保局,Shanting District Environmental Protection Bureau,zǎozhuāng,枣庄,Zaozhuang,Mainland China,Shandong
1643A,37.5433,121.3719,zhóuchéngchǎng,轴承厂,Bearing factory,yāntái,烟台,Yantai,Mainland China,Shandong
1645A,37.4822,121.4478,láishānhuánbǎojú,莱山环保局,Laishan Environmental Protection Bureau,yāntái,烟台,Yantai,Mainland China,Shandong
1647A,37.3872,121.5953,móupínghuánbǎojú,牟平环保局,Muping Environmental Protection Bureau,yāntái,烟台,Yantai,Mainland China,Shandong
1649A,36.7306,119.0919,líujiāyuán,刘家园,Liu Jiayuan,wéifāng,潍坊,Weifang,Mainland China,Shandong
1651A,36.6572,119.1614,gòngdágōngsī,共达公司,Total company,wéifāng,潍坊,Weifang,Mainland China,Shandong
1653A,35.42800000000001,116.6305,huǒjùchéng,火炬城,Torch City,jìníng,济宁,Jining,Mainland China,Shandong
1655A,35.4039,116.5546,diànhuàchǎng,电化厂,Electrochemical plant,jìníng,济宁,Jining,Mainland China,Shandong
1657A,36.1942,117.0881,rénkǒuxuéxiào,人口学校,Population school,tàiān,泰安,Tai'an,Mainland China,Shandong
1659A,35.4178,119.4641,jiāncèzhàn,监测站,GHG monitoring,rìzhào,日照,Sunlight,Mainland China,Shandong
1661A,35.3962,119.54,gǎngwùjú,港务局,Port authorities,rìzhào,日照,Sunlight,Mainland China,Shandong
1663A,37.5325,122.0508,shāndàfēnxiào,山大分校,Shanda Campus,wēihǎi,威海,Weihai,Mainland China,Shandong
1665A,37.4658,118.5019,xīchéngyángguānghuánbǎogōngsī,西城阳光环保公司,Xicheng Sunshine Environmental Protection Company,dōngyíng,东营,Dongying,Mainland China,Shandong
1667A,37.4442,118.5857,gěngjǐngcūn,耿井村,Sakai Village,dōngyíng,东营,Dongying,Mainland China,Shandong
1669A,24.769519,113.586606,shìbāzhōng,市八中,City Eight,sháoguān,韶关,Shaoguan,Mainland China,Guangdong
1671A,24.795928,113.59806100000002,yuánlínchù,园林处,Garden office,sháoguān,韶关,Shaoguan,Mainland China,Guangdong
1673A,24.68636111,113.59708329999998,qūjiāngjiāncèzhàn,曲江监测站,Qujiang Monitoring Station,sháoguān,韶关,Shaoguan,Mainland China,Guangdong
1675A,23.3633,116.7244,lónghúzǐzhàn,龙湖子站,Longhuzi Station,shàntóu,汕头,Shantou,Mainland China,Guangdong
1677A,23.4714,116.7519,chénghǎizǐzhàn,澄海子站,Chenghaizi Station,shàntóu,汕头,Shantou,Mainland China,Guangdong
1679A,23.2536,116.4019,cháonánzǐzhàn,潮南子站,Chaonanzi Station,shàntóu,汕头,Shantou,Mainland China,Guangdong
1681A,21.2228,110.3928,shìhuánjìngjiāncèzhàn,市环境监测站,City Environmental Monitoring Station,zhànjiāng,湛江,Zhanjiang,Mainland China,Guangdong
1683A,21.2028,110.4111,xiáshānyóuyǒngcháng,霞山游泳场,Xiashan Swimming Pool,zhànjiāng,湛江,Zhanjiang,Mainland China,Guangdong
1685A,21.2567,110.4558,pōtóuqūhuánbǎojú,坡头区环保局,Potou District Environmental Protection Bureau,zhànjiāng,湛江,Zhanjiang,Mainland China,Guangdong
1687A,21.6533,110.9294,màoshíhuàqīxiǎo,茂石化七小,Mao Petrochemical Seven Small,màomíng,茂名,Maoming,Mainland China,Guangdong
1689A,21.6828,110.8592,gāolíng,高岭,Gaoling,màomíng,茂名,Maoming,Mainland China,Guangdong
1691A,24.2719,116.0797,méixiànxīnchéng,梅县新城,Meixian New Town,méizhōu,梅州,Meizhou,Mainland China,Guangdong
1693A,22.775,115.3653,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,shànwěi,汕尾,Iris,Mainland China,Guangdong
1695A,22.7925,115.3622,xīnchéngzhōngxué,新城中学,Xincheng Middle School,shànwěi,汕尾,Iris,Mainland China,Guangdong
1697A,23.7586,114.6944,dōngpǔ,东埔,Dongpu,héyuán,河源,Heyuan,Mainland China,Guangdong
1699A,21.8586,111.9786,yuānyānghú,鸳鸯湖,Wuhu,yángjiāng,阳江,Yangjiang,Mainland China,Guangdong
1701A,21.865,111.9494,mǎnándòng,马南垌,Manan,yángjiāng,阳江,Yangjiang,Mainland China,Guangdong
1703A,23.7106,113.0208,fèngchéngjiēbàn,凤城街办,Fengcheng Street Office,qīngyuǎn,清远,Qingyuan,Mainland China,Guangdong
1705A,23.6714,116.6339,xīyuánlù,西园路,Xiyuan Road,cháozhōu,潮州,chicken,Mainland China,Guangdong
1707A,23.6531,116.6175,shìzhènggōngsī,市政公司,Municipal company,cháozhōu,潮州,chicken,Mainland China,Guangdong
1709A,23.5486,116.3242,xīmǎ,西马,West Malaysia,jiēyáng,揭阳,Jieyang,Mainland China,Guangdong
1711A,23.5292,116.4094,yúhú,渔湖,Fishing lake,jiēyáng,揭阳,Jieyang,Mainland China,Guangdong
1713A,22.9394,112.0369,shìjiāncèzhàn,市监测站,City monitoring station,yúnfú,云浮,Yunfu,Mainland China,Guangdong
1715A,24.3694,102.5778,dōngfēngshǔikù,东风水库,Dongfeng Reservoir,yùxī,玉溪,Yuxi,Mainland China,Yunnan
1717A,24.3411,102.4964,dàyíngjiēzhèn,大营街镇,Daying Street Town,yùxī,玉溪,Yuxi,Mainland China,Yunnan
1719A,35.2375,115.474722,shìzhèngxié,市政协,CPPCC,hézé,菏泽,Heze,Mainland China,Shandong
1721A,40.1097,113.3819,guǒshùcháng,果树场,Fruit tree field,dàtóng,大同,Datong,Mainland China,Shanxi
1723A,40.0758,113.2994,yúngāngbīnguǎn,云冈宾馆,Yungang Hotel,dàtóng,大同,Datong,Mainland China,Shanxi
1726A,40.0844,113.2711,jiàoyùxuéyuàn,教育学院,Faculty of Science,dàtóng,大同,Datong,Mainland China,Shanxi
1728A,36.1939,113.0972,jiāncèzhàn,监测站,GHG monitoring,chángzhì,长治,Changzhi,Mainland China,Shanxi
1730A,36.2126,113.0886,shěnjìjú,审计局,The Board of Audit,chángzhì,长治,Changzhi,Mainland China,Shanxi
1732A,36.0978,111.5125,shìjiāncèzhàn,市监测站,City monitoring station,línfén,临汾,Linfen,Mainland China,Shanxi
1734A,36.0714,111.5028,jìgōngxuéxiào,技工学校,Technical School,línfén,临汾,Linfen,Mainland China,Shanxi
1736A,36.0875,111.5025,shìwěi,市委,Municipal party committee,línfén,临汾,Linfen,Mainland China,Shanxi
1738A,37.8564,113.5753,shìzhōngxīn,市中心,Downtown,yángquán,阳泉,Yangquan,Mainland China,Shanxi
1740A,37.8561,113.5922,nánzhuāng,南庄,Nanzhuang,yángquán,阳泉,Yangquan,Mainland China,Shanxi
1742A,37.8694,113.5689,píngtǎn,平坦,Flat,yángquán,阳泉,Yangquan,Mainland China,Shanxi
1745A,42.2725,118.9572,hādájiē,哈达街,Hatta Street,chìfēng,赤峰,Chifeng,Mainland China,Nei Mongol
1748A,41.1196,123.044,shēngōusì,深沟寺,Shengou Temple,ānshān,鞍山,Anshan,Mainland China,Liaoning
1744A,42.2814,118.9233,sōngshānyīzhōng,松山一中,Songshan No.1 Middle School,chìfēng,赤峰,Chifeng,Mainland China,Nei Mongol
1747A,42.0317,119.2719,sōngshānlù,松山路,Songshan Road,chìfēng,赤峰,Chifeng,Mainland China,Nei Mongol
1631A,36.8088,118.0482,rénmíngōngyuán,人民公园,Woodlands Peak,zībó,淄博,Zibo,Mainland China,Shandong
1634A,36.6377,117.9544,qìxiàngzhàn,气象站,weather station,zībó,淄博,Zibo,Mainland China,Shandong
1636A,36.8041,117.8512,sānjīnjítuán,三金集团,Sanjin Group,zībó,淄博,Zibo,Mainland China,Shandong
1638A,34.7837,117.2852,xuēchénghuánbǎojú,薛城环保局,Xuecheng Environmental Protection Bureau,zǎozhuāng,枣庄,Zaozhuang,Mainland China,Shandong
1640A,34.5667,117.732,táiérzhuāngqūhuánbǎojú,台儿庄区环保局,Taierzhuang District Environmental Protection Bureau,zǎozhuāng,枣庄,Zaozhuang,Mainland China,Shandong
1642A,37.5639,121.2514,kāifāqū,开发区,Thereof: Development,yāntái,烟台,Yantai,Mainland China,Shandong
1644A,37.5436,121.3181,xījiāohuàgōngzhàn,西郊化工站,Xijiao Chemical Station,yāntái,烟台,Yantai,Mainland China,Shandong
1646A,37.4967,121.2611,fúshānhuánbǎojú,福山环保局,Fushan Environmental Protection Bureau,yāntái,烟台,Yantai,Mainland China,Shandong
1648A,36.7019,119.12,zhòngcáiwěi,仲裁委,Arbitration commission,wéifāng,潍坊,Weifang,Mainland China,Shandong
1650A,36.7008,119.1425,huánbǎojú,环保局,Environmental Protection Agency,wéifāng,潍坊,Weifang,Mainland China,Shandong
1652A,36.7731,119.1939,hántíngjiāncèzhàn,寒亭监测站,Hanting Monitoring Station,wéifāng,潍坊,Weifang,Mainland China,Shandong
1654A,35.4144,116.5856,jiāncèzhàn,监测站,GHG monitoring,jìníng,济宁,Jining,Mainland China,Shandong
1656A,36.1942,117.1436,jiāncèzhàn,监测站,GHG monitoring,tàiān,泰安,Tai'an,Mainland China,Shandong
1658A,36.1758,117.1081,diànlìxuéxiào,电力学校,Electric power school,tàiān,泰安,Tai'an,Mainland China,Shandong
1660A,35.4234,119.5198,shìzhèngfǔguǎngcháng,市政府广场,(Municipal Government Square),rìzhào,日照,Sunlight,Mainland China,Shandong
1662A,37.4294,122.1206,huáxiàjìxiào,华夏技校,Huaxia Technical School,wēihǎi,威海,Weihai,Mainland China,Shandong
1664A,37.5072,122.1067,shìjiāncèzhàn,市监测站,City monitoring station,wēihǎi,威海,Weihai,Mainland China,Shandong
1666A,37.4314,118.6672,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,dōngyíng,东营,Dongying,Mainland China,Shandong
1668A,37.3781,118.8192,guǎngnánshǔikù,广南水库,Guangnan Reservoir,dōngyíng,东营,Dongying,Mainland China,Shandong
1670A,24.81119444,113.5593889,bìhúshānzhuāng,碧湖山庄,Bihu Villa,sháoguān,韶关,Shaoguan,Mainland China,Guangdong
1672A,24.77908333,113.6734722,sháoguānxuéyuàn,韶关学院,Shaoguan College,sháoguān,韶关,Shaoguan,Mainland China,Guangdong
1674A,23.3667,116.6794,jīnpíngzǐzhàn,金平子站,Jinpingzi Station,shàntóu,汕头,Shantou,Mainland China,Guangdong
1676A,23.2775,116.7258,háojiāngzǐzhàn,濠江子站,Minjiangzi Station,shàntóu,汕头,Shantou,Mainland China,Guangdong
1678A,23.2539,116.6092,cháoyángzǐzhàn,潮阳子站,Chaoyangzi Station,shàntóu,汕头,Shantou,Mainland China,Guangdong
1680A,21.2706,110.3539,zhànjiāngyǐngjùyuàn,湛江影剧院,Zhanjiang Theater,zhànjiāng,湛江,Zhanjiang,Mainland China,Guangdong
1682A,21.1997,110.4019,huánbǎojúsùshè,环保局宿舍,EPA Dormitory,zhànjiāng,湛江,Zhanjiang,Mainland China,Guangdong
1684A,21.2679,110.3316,mázhāngqūhuánbǎojú,麻章区环保局,Mazhang District Environmental Protection Bureau,zhànjiāng,湛江,Zhanjiang,Mainland China,Guangdong
1686A,21.4689,111.0286,shìhuánbǎojúmàogǎngfēnjú,市环保局茂港分局,Municipal Environmental Protection Bureau Maogang Branch,màomíng,茂名,Maoming,Mainland China,Guangdong
1688A,21.6669,110.9067,jiànkānglù,健康路,Health road,màomíng,茂名,Maoming,Mainland China,Guangdong
1690A,24.3289,116.1278,jiāyìngdàxué,嘉应大学,Jiaying University,méizhōu,梅州,Meizhou,Mainland China,Guangdong
1692A,24.2654,116.1248,huánjìngjiānkòngzhōngxīn,环境监控中心,Environmental monitoring center,méizhōu,梅州,Meizhou,Mainland China,Guangdong
1694A,22.7898,115.3706,shìzhèngfǔ,市政府,Local government,shànwěi,汕尾,Iris,Mainland China,Guangdong
1696A,23.7569,114.6778,yuánxī,源西,Source west,héyuán,河源,Heyuan,Mainland China,Guangdong
1698A,23.7233,114.6892,lǎochéng,老城,Old Town,héyuán,河源,Heyuan,Mainland China,Guangdong
1700A,21.8536,111.9508,nánēnlù,南恩路,Nanen Road,yángjiāng,阳江,Yangjiang,Mainland China,Guangdong
1702A,23.6936,113.0425,huánbǎodàlóu,环保大楼,Environmental protection building,qīngyuǎn,清远,Qingyuan,Mainland China,Guangdong
1704A,23.6272,113.0622,gāoxīnqū,高新区,High-tech Zone,qīngyuǎn,清远,Qingyuan,Mainland China,Guangdong
1706A,23.6706,116.6447,dǎngànjú,档案局,Archives bureau,cháozhōu,潮州,chicken,Mainland China,Guangdong
1708A,23.5353,116.3697,xīnxīng,新兴,Emerging,jiēyáng,揭阳,Jieyang,Mainland China,Guangdong
1710A,23.5739,116.3594,dōngxīng,东兴,Dongxing,jiēyáng,揭阳,Jieyang,Mainland China,Guangdong
1712A,22.9169,112.0392,xīnshìfǔ,新市府,New city,yúnfú,云浮,Yunfu,Mainland China,Guangdong
1714A,22.9539,112.0539,mùyáng,牧羊,shepherds,yúnfú,云浮,Yunfu,Mainland China,Guangdong
1716A,24.3603,102.5433,shìjiāncèzhàn,市监测站,City monitoring station,yùxī,玉溪,Yuxi,Mainland China,Yunnan
